21,6,0,18,8,10,3,5,7,6,16,31,6,30,21,47,23,1,9,15,21,15,1,4,6,12,2,0,0,6,1,0,0,9,15,8,69,1,8,4,12,7
48,1,0,22,41,7,2,8,17,11,33,42,42,58,54,70,39,5,17,18,28,34,1,17,13,31,3,0,1,12,7,0,0,18,24,23,93,1,8,8,16,2
56,11,1,15,20,9,4,3,22,10,39,54,28,75,38,71,36,9,25,22,20,26,0,20,10,15,4,0,1,21,4,0,1,19,22,18,96,2,10,6,26,1
2,0,0,3,5,0,0,2,7,1,1,4,2,5,4,5,5,0,2,4,3,3,0,0,1,7,0,0,0,1,0,0,0,7,2,1,15,3,3,2,4,0
2,0,0,2,2,0,0,1,0,0,5,6,1,4,4,2,0,0,1,0,0,0,0,1,0,3,0,0,0,3,0,0,0,1,0,3,10,0,0,1,2,0
14,0,0,9,10,4,1,4,4,3,24,18,24,17,30,11,9,4,4,7,8,5,1,5,3,7,0,0,0,2,1,1,0,7,8,18,21,5,4,4,5,1
3,0,0,4,1,2,1,3,1,0,3,1,3,4,1,3,3,0,3,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,2,8,1,0,0,1,0
43,2,0,28,21,8,5,10,18,5,44,37,31,61,46,51,42,6,17,21,13,25,1,10,9,20,3,0,1,8,3,0,3,34,9,21,111,3,20,2,23,1
1,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,3,0,0,2,1,0
40,5,0,15,12,7,0,10,7,10,19,35,9,46,27,40,35,4,12,24,7,9,1,8,8,11,4,0,2,16,2,0,1,11,16,12,66,5,12,9,14,4
67,4,2,30,36,11,1,13,22,6,53,44,42,61,62,71,47,12,18,24,19,48,4,19,9,29,5,0,0,23,5,0,2,31,24,29,119,2,8,4,27,4
10,0,0,1,2,0,1,0,3,1,7,4,4,14,5,12,0,2,1,1,0,4,0,0,4,5,0,0,0,1,0,0,1,2,3,3,20,1,1,0,0,0
53,2,1,29,21,2,5,6,20,8,46,53,22,74,47,72,42,10,23,31,20,33,0,10,12,22,4,0,0,19,1,2,2,19,16,9,134,6,15,10,21,2
100,12,1,47,46,10,5,12,37,11,94,77,65,118,95,100,80,15,32,27,30,48,3,30,14,13,2,0,2,15,7,0,4,22,34,49,180,5,15,15,45,6
5,0,0,3,2,3,0,5,2,0,2,3,2,7,4,4,1,0,0,2,1,2,1,0,1,4,0,0,0,1,0,0,0,3,3,2,11,0,1,2,4,0
83,6,2,45,28,7,3,18,31,8,74,63,46,70,84,77,68,21,28,42,25,37,2,13,17,23,2,0,2,15,5,0,9,18,32,31,154,10,20,14,38,5
43,0,4,31,30,17,2,11,20,15,35,44,22,60,47,75,44,11,17,20,23,42,4,12,8,24,1,0,0,14,6,1,5,16,27,16,123,3,16,11,25,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,0,9,5,2,0,6,6,5,10,7,5,14,10,10,14,1,5,9,2,9,0,1,1,9,0,0,0,2,0,0,0,7,11,2,25,2,4,0,7,2
2,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,2,0,1,3,2,3,0,0,1,2,0,0,0,0,0,0,0,2,2,0,3,0,0,1,0,1
8,0,0,8,4,4,2,2,3,3,10,5,9,12,12,14,5,1,6,3,3,2,0,6,2,3,0,0,0,1,0,1,1,2,4,8,16,0,2,2,4,0
0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,1,1,1,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
147,12,2,59,60,30,13,19,50,22,116,121,73,170,134,180,104,20,47,58,49,79,2,27,25,44,11,0,3,26,6,2,0,48,58,53,305,15,36,26,36,10
7,0,0,0,0,0,0,0,0,1,1,2,1,2,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,1,1,3,0,0,0,0,0
25,3,0,17,11,5,1,6,12,8,20,29,19,47,19,39,31,4,6,6,7,22,1,3,5,8,0,0,2,11,1,0,0,11,13,11,71,0,5,12,6,3
46,3,0,19,16,12,0,13,15,11,32,32,31,41,62,76,40,10,18,14,10,27,0,11,9,16,0,0,0,7,0,1,2,15,16,25,63,2,10,3,23,3
15,2,0,7,8,7,0,1,8,4,14,10,8,12,17,15,8,1,2,6,0,4,0,1,3,4,1,0,0,3,0,0,2,4,3,7,21,2,4,3,4,0
0,0,0,1,0,1,0,0,0,0,0,1,2,1,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
