"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42"
0.474291937145607,0.800969519425263,0.555555555555555,0.699392527633141,0.692795578272921,0.472222222222222,0.536146272855134,0.615683118545323,0.521599850481263,0.735159762262637,0.323734464439234,0.587910307776802,0.459629197468472,0.477913761698386,0.40464960739351,0.48947920751812,0.384469272583925,0.73994708994709,0.549865111064396,0.28060538268592,0.344940476190476,0.61413619093934,0.301958906167831,0.455489192263936,0.852256859248266,0.602696371610845,0.077601410934744,0.75,0.0734126984126987,0.561043408067078,0.192538126361656,0.249603174603175,0.178571428571429,0.457300754576784,0.663870268669574,0.359301895245049,0.679568849111543,0.300578486554096,0.638025030616706,0.280111031925749,0.368312382236037,0
0.498332321859615,0.212480684726447,0.63003663003663,0.511059024853376,0.584440262682117,0.544716635762849,0.591302684657115,0.580283689386735,0.389175762160345,0.661260257566426,0.804867729605185,0.683916711853009,0.55989491989492,0.391195103518922,0.47096364383704,0.354288758304878,0.437798353909465,0.408487672525658,0.484223109682005,0.253280998389694,0.319869668750266,0.496153514574746,0.179980162979734,0.647082963496807,0.474337334333584,0.576995536706465,0.392425582080754,0,0.0238095238095238,0.603222041154522,0.177164891113678,0.207972582972583,0.298621995820271,0.5700226704301,0.590800626497144,0.633953400997072,0.670395178832882,0.57816787732042,0.614826401567182,0.818517688349407,0.520671339853979,0
0,0,0,0,0,0,0,0,0,0,0,0.792035919675686,0,0,0,0.166666666666667,0.933333333333333,0,0,0,0,0,0,0,0,0.245614035087719,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.564180093252108,0.763581051716645,0.369166666666667,0.518907695542473,0.636784475541643,0.536621557454891,0.583181181823485,0.574734445042138,0.349820922871897,0.532574131608655,0.611785289006748,0.702071335457595,0.378035902362455,0.490270972278934,0.474114067118762,0.392120931039294,0.383581719035466,0.492578056863771,0.504934210526316,0.23389298515105,0.27616214955253,0.665313991908058,0.40948275862069,0.179754024890544,0.921972580741093,0.555240108243557,0.286438378033205,0.138888888888889,0.180555555555556,0.887642205984252,0.104575163398693,0.353679653679654,0.527502468291942,0.452592029719689,0.701012101392433,0.518781909691128,0.736162157297367,0.171296296296296,0.620403678206312,0.457562431046441,0.430200112426686,0
0.465574800367859,0.36275762249549,0.341666666666667,0.723701931596669,0.468177411328997,0.54320987654321,0.532143694327239,0.805609691590461,0.235870583612899,0.990224828934506,0.704027742201575,0.577978182464389,0.581210984964428,0.448780107653968,0.438975776340369,0.349577018147442,0.376841550164669,0.333795018275695,0.545826020826021,0.558575129533679,0.561522124434665,0.464585837887067,0.401307021927633,0.660648086387907,0.861060965393555,0.644802560037906,0.673913043478261,0.796296296296296,0.615800865800866,0.631448190438952,0.387829443863926,0.166341991341991,0.460674383088176,0.622722784981708,0.617425789760349,0.570783376425191,0.658948819761205,0.321884233145313,0.577712836969898,0.526935812374199,0.542419094405076,0
0.668447293447293,0,0,0,0,0,0,0,0.6,0,0.265398758330948,0,0,0,0.237599206349206,0.541666666666667,0.133333333333333,0,0,0.16,0,0.108378870673953,0,0,0,0.163742690058479,0,0,0,0,0,0,0,0,0.4375,0,0.51786190907301,0.375,0,0,0.131868131868132,0
0.740494653880071,0.819903390330041,0.155059523809524,0.440538856926669,0.591869290624435,0.399513295346629,0.477108239568682,1,0.448986354775828,0.746227059243944,0.806853212150387,0.816068235746207,0.613732236910998,0.643493071972682,0.551374311302489,0.476318272902384,0.674066894127378,0.533517228029423,0.550634423048216,0.395371300570187,0.357718077567324,0.565853865483964,0.0762527233115467,0.557142125967429,0.484657622739018,0.495917522133507,0.52,0,0.5625,1,0.260325292397661,1,0.473902629233512,0.500439153439153,0.636195570570571,0.30876126241602,0.824782177026907,0.150173611111111,0.85229968571148,0.622915131707564,0.679480493779618,0
0.558640933063087,0.486567506706651,0.591111111111111,0.729937996694477,0.491240960075201,0.718179718179718,0.178459623947579,0.759127129716189,0.449087147030185,0.679210524198426,0.757594935670512,0.643292835931845,0.776350885949409,0.430672657066561,0.580978181666771,0.393295897922598,0.284952397356271,0.662518189221301,0.473503382868189,0.47869976359338,0.574852914138628,0.504770869607485,0.21970785440613,0.832968977227876,0.840232985515251,0.772061403508772,0.230119825708061,0,0.0333333333333333,0.675193247862249,0.111111111111111,0.148500309214595,0.215311004784689,0.603448113861662,0.648679780258728,0.838178554804731,0.663365333176772,0.416666666666667,0.98477918145969,0.583828948294102,0.573626003117021,0
0.518295918295918,0.491006038322423,0.0850000000000002,0.533559804393138,0.288451532513132,0.432923584504044,0.0978171415135007,0.583177257387257,0.139793694241687,0.534202342000387,0.414639270102826,0.492802660661585,0.292633205369054,0.299822701009046,0.249838206627681,0.251144712866631,0.254160341555978,0.304724011620563,0.397786746277458,0.191320171411081,0.250503663003663,0.394839488742278,0.0670498084291187,0.421143063421221,0.354547719173802,0.245321463277013,0.086243386243386,0,0.258333333333333,0.581742030302158,0.111111111111111,0.748917748917749,0.445075757575757,0.472953907679375,0.408512317492531,0.261852617128435,0.552534678227876,0.333333333333333,0.520073122759363,0.238715523426491,0.361299840260236,0
0.38412298906993,0.52597300690521,0.488333333333333,0.326119201725998,0.400070614517389,0.300925925925926,0.544151429910924,0.162495434290306,0.124238095238095,0.602698059619686,0.605430366069327,0.58294021723352,0.505550005550006,0.260225384507209,0.368159203980099,0.24397738446411,0.309567448680352,0.346942923510868,0.176864949061211,0.288017087135445,0.471062971222258,0.321627548780171,1,0.348974894607314,0.458252583979328,0.362112054821699,0.430555555555555,0,0.611111111111111,0.219889105808841,0.190972222222222,0.103896103896104,0.339285714285715,0.490456180645273,0.319640852974186,0.476023969168613,0.505803628962374,0.259081196581197,0.442996838642956,0.490192360406969,0.369647163623709,0
0.425359371359934,0.451925308729895,0.465416666666667,0.567020377995988,0.253339996668333,0.598440545808967,0.491117264416315,0.252417699821546,0.162222222222222,0.482084561852598,0.43333204154574,0.46977055271888,0.55872486539058,0.247941209707037,0.301570004318707,0.186079501290303,0.278158364344628,0.381155493108524,0.350127713920817,0.247952915694068,0.46132005899705,0.344471916971917,0.628724989357173,0.666051550248536,0.459446643575788,0.378385800950975,0.103703703703704,0,0.375,0.631720398172949,0.401515151515151,0.748917748917749,0.790998217468806,0.368683187560738,0.313991462274112,0.448578205820641,0.499987537246511,0.0730158730158733,0.406152456177233,0.461524823417515,0.54935820482039,0
0,0,0,0,0.178799489144317,0,0,0.631213017751479,0,0,0,0.159191614457005,0,0.0423280423280423,0.0634920634920635,0.15,0.2,0,0.391666666666667,1,0,0.911353976927747,0,0.692568665691533,0,0.163742690058479,0,0,0,0,0,0,0,0,0,0.757983597544213,0.115184361073225,0.666666666666667,0,0,0.175824175824176,0
0.277708101077667,0.52597300690521,0,0.875,0.374095359727544,0,0,0,0.6,0,0.0651856599409345,0.194567528780784,0.327797202797203,0.249151234567901,0.0888888888888887,0.184422348484848,1,0,1,0.651111111111111,0,0,0,0,0,1,0,0,0,0.247924966799469,0,0,0,1,0.126984126984127,0,0.373794495608292,0,0,0,0,0
0.202555915774307,0.52597300690521,0,0,0.104859850776366,0.0592592592592593,0.223945147679325,0.211439842209073,0.0605664488017429,0.730578528218087,0.759170786868348,0.247631400266453,0.135498750720738,0.123278584652549,0.204678362573099,0.136201027061335,0.2,0.323412698412698,0.278508771929825,0.16,0,0,0,0.242117666179099,0.421511627906977,0.285668214654282,0,0,0,0.110188874133097,0,0,0,0.34457671957672,0.170370370370371,0.328509406043081,0.434540828204183,0.180555555555556,0.438287554863372,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.458172869873451,0.52597300690521,0,0.452770600057421,0.491974746259307,0.706934909738113,0.135021097046413,0.99204976483083,0.4046875,0.469769677787137,0.661450043779195,0.421294468712313,0.795666833166833,0.367055936362867,0.345699174222413,0.273101006554307,0.340818016791468,0.750708616780045,0.46911231884058,0.288129904097646,0.3699719018042,0.396917693002435,0.757982120051085,0.483535848924325,0.315225290697675,0.553820406278855,0.430555555555555,0,0.375,0.586859704040979,0.644444444444445,0.956709956709957,0.445075757575757,0.870474798106377,0.472936094845659,0.673069671679171,0.464220904771789,0.074074074074074,0.512822293607725,0.807708730226431,0.984953703703704,0
0.556156833521448,0.421072101156847,0.542857142857143,0.657346037006352,0.494555665231416,0.137174211248285,0.763713080168777,0.649869603331142,0.404002370178841,0.789260519565051,0.710515699673977,0.740275324520213,0.47266208450419,0.436156821183761,0.443165204678363,0.451236511735315,0.370895994433638,0.601370851370851,0.516210331663088,0.425436544342508,0.230512640449438,0.684464462613729,0.780332056194125,0.671118618095702,0.705337989371556,0.567112026759266,0.286162710698315,0,0.472222222222222,0.586849873006716,1,0.748917748917749,0.227272727272727,0.560664956366245,0.38573082010582,0.643398610085184,0.686372059408761,0.153536821705427,0.355790436294241,0.400999430517259,0.765778533635677,0
