11,1,0,9,10,2,1,4,9,2,1,12,6,29,6,34,9,6,12,4,5,6,1,0,4,4,0,0,0,2,0,0,0,1,7,0,30,1,6,1,1,4
24,1,5,16,23,3,2,11,19,4,46,47,26,58,33,41,15,4,17,5,3,14,0,5,5,12,0,0,0,4,0,0,0,11,8,14,63,5,13,6,11,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,3,0,4,10,1,0,3,8,0,13,34,7,34,14,40,10,3,18,2,3,12,0,0,9,5,1,0,0,6,0,0,1,2,10,3,64,0,10,0,2,2
8,2,0,14,11,2,0,8,8,4,21,25,13,34,11,31,8,2,17,11,5,6,0,5,11,8,3,0,1,6,2,1,2,9,9,4,52,5,6,2,8,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,2,0,3,9,2,1,8,7,1,15,25,10,32,15,25,11,2,8,6,2,8,0,4,1,5,3,0,0,6,0,2,0,6,5,1,44,0,7,4,2,4
24,3,3,18,7,8,0,6,17,2,27,25,26,34,29,42,13,7,15,6,4,13,0,5,10,11,0,0,0,7,0,0,0,8,7,15,53,2,14,2,9,1
4,0,0,3,2,1,0,2,1,0,0,8,2,9,2,3,1,0,8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,12,0,2,0,1,0
4,1,0,0,2,1,0,0,0,1,2,7,5,2,4,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,1,0
3,1,0,3,0,0,0,0,1,0,1,3,2,3,4,3,1,0,3,0,2,0,0,0,1,0,0,0,0,1,0,0,0,1,0,2,3,0,0,1,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,1,2,1,0,1,5,0,6,4,6,7,5,4,3,1,2,2,0,1,0,0,1,4,0,0,0,1,1,1,0,5,1,2,11,0,2,0,2,0
8,0,0,5,2,0,1,2,1,0,9,14,4,13,4,12,3,1,3,4,0,3,0,1,2,3,0,0,0,1,1,0,0,2,0,1,18,0,1,1,1,2
13,0,0,11,5,2,1,6,9,0,19,13,16,16,13,16,4,6,7,3,1,8,0,1,5,9,2,0,2,6,1,0,0,9,3,8,39,2,3,1,4,1
21,3,0,4,6,0,1,1,3,1,5,11,7,29,10,40,6,4,5,3,1,6,1,5,2,6,0,0,0,3,0,0,0,1,9,3,36,0,4,2,4,1
7,0,0,2,7,1,0,2,6,1,7,8,7,16,8,21,9,2,3,8,1,1,0,1,3,5,1,0,0,0,0,0,1,3,1,9,18,1,4,3,0,1
0,0,0,0,1,0,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
4,0,1,2,1,1,1,2,0,0,5,11,4,13,6,13,0,0,3,3,3,5,0,2,1,3,0,1,0,2,0,0,1,4,1,0,16,0,3,0,0,1
13,3,1,9,11,6,3,1,3,0,18,22,15,23,15,36,8,2,10,6,3,6,2,7,3,6,1,0,0,4,3,1,0,4,1,8,29,1,2,4,4,3
19,0,0,9,4,2,0,2,4,1,18,20,15,25,18,25,7,0,7,9,3,11,0,6,5,8,0,0,1,0,0,0,0,0,7,10,23,1,1,3,2,1
0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0
0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
6,0,0,1,3,1,0,2,4,0,8,7,3,12,10,12,3,1,7,3,2,6,1,4,0,6,0,0,0,1,0,0,0,2,2,3,10,1,1,0,3,0
0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0
13,0,1,8,15,4,2,4,14,3,25,19,28,48,23,33,15,6,4,10,2,6,1,3,4,13,1,0,0,4,0,0,0,5,5,18,37,2,12,1,5,4
1,0,0,0,1,0,0,0,0,0,2,1,2,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0
6,0,1,2,1,0,0,0,0,0,2,4,1,10,2,9,0,0,2,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,8,1,0,0,0,0
13,0,1,6,5,0,0,0,3,0,13,7,8,11,6,18,3,2,0,2,0,7,1,1,3,3,1,0,0,1,0,0,0,2,1,3,13,1,0,1,2,0
0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
14,0,1,3,7,4,4,0,9,1,14,38,4,44,14,32,9,0,13,8,5,7,3,7,10,7,0,0,1,4,0,1,0,6,1,2,56,0,5,2,2,2
33,5,0,20,14,3,3,4,24,2,45,37,22,58,40,47,23,14,32,13,2,22,1,5,9,11,1,0,0,8,0,1,1,13,12,22,98,2,12,5,8,1
3,1,0,1,0,0,0,0,1,0,2,1,2,1,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1
16,0,0,11,13,4,1,5,10,3,21,27,16,44,39,34,16,3,14,5,3,10,1,6,10,13,0,1,1,4,0,0,0,4,7,2,50,3,12,2,4,5
11,0,1,6,12,3,2,6,11,1,15,19,13,34,16,15,9,3,9,4,6,7,0,3,6,14,0,0,0,5,0,0,0,4,5,5,38,0,7,4,5,2
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,1,1,0,0,0,2,1,1,3,3,8,2,5,2,0,0,1,0,5,0,0,0,4,0,0,0,1,0,0,0,1,4,0,6,1,0,0,2,0
1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,2,3,0,0,0,1,0,3,1,2,4,3,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,4,2,33,23,6,4,6,23,9,44,50,30,84,58,67,27,7,29,10,10,19,1,11,15,19,2,0,1,9,1,1,0,21,28,16,109,6,13,6,11,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,1,1,2,1,1,1,1,4,2,2,10,3,14,2,14,3,2,8,0,1,1,1,1,1,1,0,0,0,1,0,0,0,5,4,0,17,1,5,0,1,1
10,0,0,6,2,0,0,1,2,1,19,14,7,20,14,21,7,2,5,6,1,1,0,5,3,5,0,0,0,1,0,0,0,2,4,6,23,1,4,2,3,1
3,0,0,0,1,1,0,2,2,1,5,6,5,3,2,4,1,0,3,0,0,0,0,4,1,0,0,0,0,1,0,0,0,3,2,4,8,2,0,0,1,0
